id,options,times,pointX,pointY,username
28110,slide,1572937967174,810,170,91
28111,slide,1572937967191,807,169,91
28112,slide,1572937967208,805,168,91
28113,slide,1572937967224,804,167,91
28114,slide,1572937967240,803,167,91
28115,slide,1572937967258,803,167,91
28116,slide,1572937967324,803,167,91
28117,slide,1572937967341,802,166,91
28118,slide,1572937967359,800,165,91
28119,slide,1572937967376,798,163,91
28120,slide,1572937967390,796,161,91
28121,slide,1572937968165,794,157,91
28122,slide,1572937968180,799,155,91
28123,slide,1572937968190,812,153,91
28124,slide,1572937968209,823,155,91
28125,slide,1572937968227,825,157,91
28126,slide,1572937968245,822,159,91
28127,slide,1572937968260,812,163,91
28128,slide,1572937968784,812,163,91
28129,slide,1572937968792,811,163,91
28130,slide,1572937968807,810,163,91
28131,slide,1572937968824,804,165,91
28132,slide,1572937968841,797,169,91
28133,slide,1572937968860,789,173,91
28134,slide,1572937968874,781,178,91
28135,slide,1572937968892,766,189,91
28136,slide,1572937968909,753,199,91
28137,slide,1572937968924,731,215,91
28138,slide,1572937968941,719,224,91
28139,slide,1572937968958,667,274,91
28140,slide,1572937968975,634,306,91
28141,slide,1572937968992,599,339,91
28142,slide,1572937969008,581,356,91
28143,slide,1572937969024,568,368,91
28144,slide,1572937969042,561,375,91
28145,slide,1572937969058,561,375,91
28146,slide,1572937969108,561,375,91
28147,slide,1572937969125,562,374,91
28148,slide,1572937969142,562,373,91
28149,slide,1572937969159,562,372,91
28150,slide,1572937969175,562,372,91
28151,slide,1572937969191,562,372,91
28152,slide,1572937969208,556,373,91
28153,slide,1572937969225,541,379,91
28154,slide,1572937969241,526,388,91
28155,slide,1572937969257,513,396,91
28156,slide,1572937969275,503,405,91
28157,slide,1572937969292,488,421,91
28158,slide,1572937969308,483,429,91
28159,slide,1572937969324,480,433,91
28160,slide,1572937969341,477,438,91
28161,slide,1572937969358,473,443,91
28162,slide,1572937969375,471,447,91
28163,slide,1572937969392,469,449,91
28164,slide,1572937969408,468,451,91
28165,slide,1572937969424,466,452,91
28166,slide,1572937969441,466,452,91
28167,slide,1572937969458,465,452,91
28168,slide,1572937969475,463,452,91
28169,slide,1572937969491,458,452,91
28170,slide,1572937969508,446,453,91
28171,slide,1572937969525,430,457,91
28172,slide,1572937969542,410,466,91
28173,slide,1572937969558,400,472,91
28174,slide,1572937969574,394,477,91
28175,slide,1572937969591,390,481,91
28176,slide,1572937969608,389,483,91
28177,slide,1572937969625,388,483,91
28178,slide,1572937969643,388,483,91
28179,slide,1572937969722,388,483,91
28180,slide,1572937969730,388,483,91
28181,slide,1572937969742,388,483,91
28182,slide,1572937969759,386,482,91
28183,slide,1572937969775,383,481,91
28184,slide,1572937969792,378,481,91
28185,slide,1572937969808,370,483,91
28186,slide,1572937969825,365,485,91
28187,slide,1572937969842,361,488,91
28188,slide,1572937969857,360,489,91
28189,slide,1572937969875,360,489,91
28190,slide,1572937969926,359,489,91
28191,slide,1572937970491,371,482,91
28192,slide,1572937970638,371,481,91
28193,slide,1572937970663,371,480,91
28194,slide,1572937970678,372,479,91
28195,slide,1572937970694,375,477,91
28196,slide,1572937970708,379,476,91
28197,slide,1572937970729,381,475,91
28198,slide,1572937970744,383,474,91
28199,slide,1572937970759,384,473,91
28200,slide,1572937970778,387,470,91
28201,slide,1572937970791,390,467,91
28202,slide,1572937970809,394,463,91
28203,slide,1572937970825,396,461,91
28204,slide,1572937970842,398,459,91
28205,slide,1572937970858,401,456,91
28206,slide,1572937970875,404,452,91
28207,slide,1572937970892,408,450,91
28208,slide,1572937970908,409,448,91
28209,slide,1572937970925,410,447,91
28210,slide,1572937970942,411,446,91
28211,slide,1572937970958,412,446,91
28212,slide,1572937970976,412,445,91
28213,slide,1572937971193,413,445,91
28214,slide,1572937971209,414,444,91
28215,slide,1572937971226,415,443,91
28216,slide,1572937971242,417,441,91
28217,slide,1572937971259,418,440,91
28218,slide,1572937971275,420,438,91
28219,slide,1572937971292,422,435,91
28220,slide,1572937971308,426,429,91
28221,slide,1572937971324,429,426,91
28222,slide,1572937971342,432,422,91
28223,slide,1572937971359,434,420,91
28224,slide,1572937971374,435,419,91
28225,slide,1572937971393,436,418,91
28226,slide,1572937971409,437,417,91
28227,slide,1572937971425,438,415,91
28228,slide,1572937971442,439,414,91
28229,slide,1572937971459,439,414,91
28230,slide,1572937971475,439,414,91
28231,slide,1572937972069,440,446,91
28232,slide,1572937972075,442,445,91
28233,slide,1572937972092,449,445,91
28234,slide,1572937972109,477,445,91
28235,slide,1572937972125,534,446,91
28236,slide,1572937972142,609,454,91
28237,slide,1572937972159,685,467,91
28238,slide,1572937972175,753,480,91
28239,slide,1572937972192,807,493,91
28240,slide,1572937972208,849,505,91
28241,slide,1572937972226,865,509,91
28242,slide,1572937972242,868,511,91
28243,slide,1572937972259,870,516,91
28244,slide,1572937972275,870,519,91
28245,slide,1572937972292,870,522,91
28246,slide,1572937972309,870,524,91
28247,slide,1572937972325,870,528,91
28248,slide,1572937972342,870,532,91
28249,slide,1572937972359,870,536,91
28250,slide,1572937972376,869,539,91
28251,slide,1572937972392,869,539,91
28252,slide,1572937972409,870,540,91
28253,slide,1572937972425,873,541,91
28254,slide,1572937972442,880,544,91
28255,slide,1572937972458,891,547,91
28256,slide,1572937972476,936,558,91
28257,slide,1572937972492,987,572,91
28258,slide,1572937972508,1032,589,91
28259,slide,1572937972525,1062,603,91
28260,slide,1572937972542,1083,612,91
28261,slide,1572937972559,1091,615,91
28262,slide,1572937972576,1099,618,91
28263,slide,1572937972592,1100,619,91
28264,slide,1572937972669,1100,618,91
28265,slide,1572937972676,1100,618,91
28266,slide,1572937972692,1101,617,91
28267,slide,1572937972708,1102,617,91
28268,slide,1572937972726,1106,617,91
28269,slide,1572937972743,1114,617,91
28270,slide,1572937972759,1123,619,91
28271,slide,1572937972775,1137,621,91
28272,slide,1572937972793,1153,624,91
28273,slide,1572937972809,1173,631,91
28274,slide,1572937972826,1194,644,91
28275,slide,1572937972842,1212,655,91
28276,slide,1572937972859,1225,664,91
28277,slide,1572937972875,1237,671,91
28278,slide,1572937972892,1251,678,91
28279,slide,1572937972909,1266,685,91
28280,slide,1572937972925,1280,689,91
28281,slide,1572937972943,1286,689,91
28282,slide,1572937972959,1287,689,91
28283,slide,1572937973009,1286,689,91
28284,slide,1572937973025,1286,688,91
28285,slide,1572937973043,1286,687,91
28286,slide,1572937973059,1287,686,91
28287,slide,1572937973076,1290,681,91
28288,slide,1572937973092,1295,677,91
28289,slide,1572937973109,1303,674,91
28290,slide,1572937973126,1312,674,91
28291,slide,1572937973143,1329,675,91
28292,slide,1572937973159,1346,680,91
28293,slide,1572937973175,1360,688,91
28294,slide,1572937973192,1374,701,91
28295,slide,1572937973208,1383,710,91
28296,slide,1572937974210,1420,731,91
28297,slide,1572937974226,1416,729,91
28298,slide,1572937974243,1411,726,91
28299,slide,1572937974258,1405,722,91
28300,slide,1572937974275,1400,718,91
28301,slide,1572937974293,1397,715,91
28302,slide,1572937974311,1392,709,91
28303,slide,1572937974326,1388,703,91
28304,slide,1572937974341,1385,697,91
28305,slide,1572937974358,1383,691,91
28306,slide,1572937974379,1381,686,91
28307,slide,1572937974393,1379,682,91
28308,slide,1572937974409,1379,679,91
28309,slide,1572937974426,1379,676,91
28310,slide,1572937974442,1378,674,91
28311,slide,1572937974459,1378,672,91
28312,slide,1572937974476,1378,671,91
28313,slide,1572937974543,1378,675,91
28314,slide,1572937974849,1378,780,91
28315,slide,1572937974881,1378,780,91
28316,slide,1572937974893,1378,780,91
28317,slide,1572937974909,1378,780,91
28318,slide,1572937974926,1378,779,91
28319,slide,1572937975021,1378,779,91
28320,slide,1572937975975,1378,818,91
28321,slide,1572937975992,1378,817,91
28322,slide,1572937976009,1378,817,91
28323,slide,1572937976025,1377,816,91
28324,slide,1572937976043,1377,816,91
28325,slide,1572937976059,1377,815,91
28326,slide,1572937976076,1377,815,91
28327,slide,1572937976093,1377,815,91
28328,slide,1572937976110,1377,815,91
28329,slide,1572937976606,1377,845,91
28330,slide,1572937977015,1377,848,91
28331,slide,1572937977026,1376,848,91
28332,slide,1572937977043,1376,847,91
28333,slide,1572937977059,1376,847,91
28334,slide,1572937977076,1376,846,91
28335,slide,1572937977093,1376,846,91
28336,slide,1572937982788,1374,933,91
28337,slide,1572937982803,1371,932,91
28338,slide,1572937982811,1368,930,91
28339,slide,1572937982828,1358,927,91
28340,slide,1572937982844,1336,919,91
28341,slide,1572937982861,1310,910,91
28342,slide,1572937982877,1244,887,91
28343,slide,1572937982894,1198,873,91
28344,slide,1572937982910,1154,861,91
28345,slide,1572937982928,1114,849,91
28346,slide,1572937982945,1097,841,91
28347,slide,1572937982961,1089,839,91
28348,slide,1572937983376,1089,839,91
28349,slide,1572937983394,1088,838,91
28350,slide,1572937983411,1087,838,91
28351,slide,1572937983427,1087,837,91
28352,slide,1572937983448,1083,837,91
28353,slide,1572937983461,1081,837,91
28354,slide,1572937983477,1079,837,91
28355,slide,1572937983493,1077,837,91
28356,slide,1572937983511,1075,837,91
28357,slide,1572937983528,1075,837,91
28358,slide,1572937986519,1075,837,91
28359,slide,1572937986529,1075,837,91
28360,slide,1572937986545,1076,835,91
28361,slide,1572937986562,1076,835,91
28362,slide,1572937986579,1077,834,91
28363,slide,1572937986595,1079,834,91
28364,slide,1572937986611,1080,834,91
28365,slide,1572937986628,1080,835,91
28366,slide,1572937986645,1080,837,91
28367,slide,1572937986662,1080,837,91
28368,slide,1572937987161,1079,837,91
28369,slide,1572937987178,1077,837,91
28370,slide,1572937987195,1076,836,91
28371,slide,1572937987212,1076,836,91
28372,slide,1572937987229,1076,836,91
28373,slide,1572937987246,1076,835,91
28374,slide,1572937987261,1075,834,91
28375,slide,1572937987279,1075,834,91
28376,slide,1572938022406,1075,832,91
28377,slide,1572938022415,1074,831,91
28378,slide,1572938022432,1073,831,91
28379,slide,1572938022449,1069,831,91
28380,slide,1572938022466,1067,831,91
28381,slide,1572938022482,1066,830,91
28382,slide,1572938022505,1067,830,91
28383,slide,1572938022516,1071,829,91
28384,slide,1572938022533,1077,828,91
28385,slide,1572938022548,1078,829,91
28386,slide,1572938022566,1077,830,91
28387,slide,1572938022858,1076,830,91
28388,slide,1572938022866,1076,830,91
28389,slide,1572938022882,1076,829,91
28390,slide,1572938022900,1077,828,91
28391,slide,1572938022916,1077,827,91
28392,slide,1572938022933,1077,825,91
28393,slide,1572938022948,1077,823,91
28394,slide,1572938022966,1077,818,91
28395,slide,1572938022982,1079,808,91
28396,slide,1572938022998,1081,800,91
28397,slide,1572938023016,1085,782,91
28398,slide,1572938023032,1085,773,91
28399,slide,1572938023049,1085,761,91
28400,slide,1572938023066,1085,742,91
28401,slide,1572938023082,1085,732,91
28402,slide,1572938023098,1086,722,91
28403,slide,1572938023116,1087,717,91
28404,slide,1572938023133,1087,716,91
28405,slide,1572938023149,1085,716,91
28406,slide,1572938023166,1083,717,91
28407,slide,1572938023182,1082,717,91
28408,slide,1572938023352,1083,717,91
28409,slide,1572938023366,1091,709,91
28410,slide,1572938023382,1102,697,91
28411,slide,1572938023399,1104,685,91
28412,slide,1572938023417,1104,667,91
28413,slide,1572938023433,1103,645,91
28414,slide,1572938023449,1102,627,91
28415,slide,1572938023466,1092,607,91
28416,slide,1572938023482,1079,594,91
28417,slide,1572938023500,1061,585,91
28418,slide,1572938023516,1060,585,91
28419,slide,1572938023750,1059,581,91
28420,slide,1572938023765,1049,571,91
28421,slide,1572938023783,1051,564,91
28422,slide,1572938023800,1059,557,91
28423,slide,1572938023816,1059,553,91
28424,slide,1572938023832,1056,549,91
28425,slide,1572938023848,1052,543,91
28426,slide,1572938023866,1040,526,91
28427,slide,1572938023882,1037,521,91
28428,slide,1572938023899,1030,515,91
28429,slide,1572938023916,1020,504,91
28430,slide,1572938023932,1013,496,91
28431,slide,1572938023949,1007,486,91
28432,slide,1572938023966,998,478,91
28433,slide,1572938023982,993,475,91
28434,slide,1572938023999,990,474,91
28435,slide,1572938024016,990,474,91
28436,slide,1572938024110,990,473,91
28437,slide,1572938024116,989,472,91
28438,slide,1572938024133,987,469,91
28439,slide,1572938024149,984,464,91
28440,slide,1572938024167,977,454,91
28441,slide,1572938024182,968,444,91
28442,slide,1572938024200,960,434,91
28443,slide,1572938024216,949,422,91
28444,slide,1572938024232,942,412,91
28445,slide,1572938024249,938,402,91
28446,slide,1572938024266,937,391,91
28447,slide,1572938024283,938,379,91
28448,slide,1572938024299,939,372,91
28449,slide,1572938024315,940,368,91
28450,slide,1572938024332,940,368,91
28451,slide,1572938024360,940,368,91
28452,slide,1572938024368,940,369,91
28453,slide,1572938024382,938,373,91
28454,slide,1572938024398,936,377,91
28455,slide,1572938024416,934,381,91
28456,slide,1572938024432,931,383,91
28457,slide,1572938024450,927,385,91
28458,slide,1572938024466,922,385,91
28459,slide,1572938024482,911,382,91
28460,slide,1572938024500,872,371,91
28461,slide,1572938024516,856,367,91
28462,slide,1572938024533,848,363,91
28463,slide,1572938024548,846,359,91
28464,slide,1572938024565,847,354,91
28465,slide,1572938024582,848,350,91
28466,slide,1572938024599,851,346,91
28467,slide,1572938024616,853,342,91
28468,slide,1572938024632,857,338,91
28469,slide,1572938024649,858,337,91
28470,slide,1572938024665,858,337,91
28471,slide,1572938024683,859,337,91
28472,slide,1572938024698,861,338,91
28473,slide,1572938024716,867,342,91
28474,slide,1572938024732,869,344,91
28475,slide,1572938024749,870,345,91
28476,slide,1572938024766,870,345,91
28477,slide,1572938024816,870,344,91
28478,slide,1572938024832,870,342,91
28479,slide,1572938024850,870,340,91
28480,slide,1572938024866,870,338,91
28481,slide,1572938024881,871,337,91
28482,slide,1572938024992,871,337,91
28483,slide,1572938025000,871,336,91
28484,slide,1572938025015,871,336,91
28485,slide,1572938025033,871,335,91
28486,slide,1572938025050,871,334,91
28487,slide,1572938025312,871,334,91
28488,slide,1572938025320,871,334,91
28489,slide,1572938025332,871,334,91
28490,slide,1572938025349,871,333,91
28491,slide,1572938025366,871,333,91
28492,slide,1572938025382,871,333,91
28493,slide,1572938025400,871,332,91
28494,slide,1572938025416,871,331,91
28495,slide,1572938025432,871,330,91
28496,slide,1572938025448,871,329,91
28497,click_left,1572938025534,871,329,91
28498,release_left,1572938025610,871,329,91
28499,click_left,1572938025697,871,329,91
28500,release_left,1572938025742,871,329,91
28501,click_left,1572938025814,871,329,91
28502,slide,1572938025844,871,329,91
28503,release_left,1572938025899,871,329,91
28504,slide,1572938026134,871,329,91
28505,slide,1572938026150,871,330,91
28506,slide,1572938026165,871,330,91
28507,slide,1572938026183,871,330,91
28508,slide,1572938026199,871,332,91
28509,slide,1572938026215,871,335,91
28510,slide,1572938026233,870,347,91
28511,slide,1572938026249,868,366,91
28512,slide,1572938026266,860,411,91
28513,slide,1572938026282,850,455,91
28514,slide,1572938026300,844,493,91
28515,slide,1572938026316,839,526,91
28516,slide,1572938026333,835,556,91
28517,slide,1572938026350,834,581,91
28518,slide,1572938026367,834,606,91
28519,slide,1572938026383,834,622,91
28520,slide,1572938026399,833,630,91
28521,slide,1572938026416,832,635,91
28522,slide,1572938026433,832,636,91
28523,slide,1572938026448,831,638,91
28524,slide,1572938026465,831,640,91
28525,slide,1572938026483,831,642,91
28526,slide,1572938026499,831,645,91
28527,slide,1572938026516,831,649,91
28528,slide,1572938026533,830,653,91
28529,slide,1572938026549,830,661,91
28530,slide,1572938026565,830,668,91
28531,slide,1572938026582,831,679,91
28532,slide,1572938026600,832,691,91
28533,slide,1572938026617,833,697,91
28534,slide,1572938026633,833,703,91
28535,slide,1572938026649,833,709,91
28536,slide,1572938026666,833,720,91
28537,slide,1572938026682,833,728,91
28538,slide,1572938026699,833,737,91
28539,slide,1572938026715,833,745,91
28540,slide,1572938026732,833,749,91
28541,slide,1572938026750,834,756,91
28542,slide,1572938026765,834,761,91
28543,slide,1572938026782,835,772,91
28544,slide,1572938026800,835,779,91
28545,slide,1572938026816,834,787,91
28546,slide,1572938026832,833,795,91
28547,slide,1572938026850,833,803,91
28548,slide,1572938026867,833,811,91
28549,slide,1572938026883,833,821,91
28550,slide,1572938026899,833,829,91
28551,slide,1572938026916,834,835,91
28552,slide,1572938026932,835,838,91
28553,slide,1572938026948,838,842,91
28554,slide,1572938026967,842,848,91
28555,slide,1572938026984,847,857,91
28556,slide,1572938026999,849,864,91
28557,slide,1572938027016,851,885,91
28558,slide,1572938027033,851,898,91
28559,slide,1572938027049,851,907,91
28560,slide,1572938027067,851,916,91
28561,slide,1572938027083,851,927,91
28562,slide,1572938027099,851,935,91
28563,slide,1572938027116,849,947,91
28564,slide,1572938027133,846,957,91
28565,slide,1572938027149,846,960,91
28566,slide,1572938027166,846,960,91
28567,slide,1572938027266,847,961,91
28568,slide,1572938027283,850,965,91
28569,slide,1572938027299,853,972,91
28570,slide,1572938027317,855,976,91
28571,slide,1572938027333,856,979,91
28572,slide,1572938027349,856,981,91
28573,slide,1572938027367,857,985,91
28574,slide,1572938027383,858,988,91
28575,slide,1572938027400,859,991,91
28576,slide,1572938027494,859,991,91
28577,slide,1572938027531,859,992,91
28578,slide,1572938027550,860,996,91
28579,slide,1572938027567,861,999,91
28580,slide,1572938027583,862,1000,91
28581,click_left,1572938027690,862,1000,91
28582,release_left,1572938027782,862,1000,91
28583,slide,1572938027798,862,1000,91
28584,slide,1572938027846,862,1000,91
28585,slide,1572938027892,862,1000,91
28586,slide,1572938027938,862,1000,91
28587,slide,1572938027949,862,1000,91
28588,slide,1572938027966,862,999,91
28589,slide,1572938027983,862,997,91
28590,slide,1572938027999,862,994,91
28591,slide,1572938028016,862,990,91
28592,slide,1572938028032,861,975,91
28593,slide,1572938028050,859,966,91
28594,slide,1572938028065,857,955,91
28595,slide,1572938028082,854,947,91
28596,slide,1572938028099,852,936,91
28597,slide,1572938028116,849,926,91
28598,slide,1572938028133,847,917,91
28599,slide,1572938028149,846,905,91
28600,slide,1572938028166,843,895,91
28601,slide,1572938028183,841,892,91
28602,slide,1572938028200,838,890,91
28603,slide,1572938028216,835,887,91
28604,slide,1572938028233,832,884,91
28605,slide,1572938028249,829,877,91
28606,slide,1572938028265,827,870,91
28607,slide,1572938028282,818,848,91
28608,slide,1572938028300,812,837,91
28609,slide,1572938028317,808,828,91
28610,slide,1572938028332,803,817,91
28611,slide,1572938028350,795,800,91
28612,slide,1572938028366,787,783,91
28613,slide,1572938028383,781,770,91
28614,slide,1572938028400,770,750,91
28615,slide,1572938028415,766,742,91
28616,slide,1572938028433,757,728,91
28617,slide,1572938028448,754,718,91
28618,slide,1572938028467,752,708,91
28619,slide,1572938028483,747,693,91
28620,slide,1572938028500,744,683,91
28621,slide,1572938028516,738,669,91
28622,slide,1572938028532,730,648,91
28623,slide,1572938028550,724,635,91
28624,slide,1572938028566,718,618,91
28625,slide,1572938028583,715,606,91
28626,slide,1572938028599,710,588,91
28627,slide,1572938028616,704,569,91
28628,slide,1572938028633,697,548,91
28629,slide,1572938028649,692,532,91
28630,slide,1572938028666,684,514,91
28631,slide,1572938028683,680,506,91
28632,slide,1572938028698,673,496,91
28633,slide,1572938028716,669,490,91
28634,slide,1572938028733,662,480,91
28635,slide,1572938028749,654,472,91
28636,slide,1572938028766,648,465,91
28637,slide,1572938028782,643,460,91
28638,slide,1572938028799,640,458,91
28639,slide,1572938028815,638,458,91
28640,slide,1572938028832,637,458,91
28641,slide,1572938028850,636,458,91
28642,slide,1572938028867,636,458,91
28643,slide,1572938028883,636,458,91
28644,slide,1572938028899,634,457,91
28645,slide,1572938028916,628,452,91
28646,slide,1572938028932,625,448,91
28647,slide,1572938028950,621,445,91
28648,slide,1572938028966,617,443,91
28649,slide,1572938028983,616,442,91
28650,slide,1572938028999,615,441,91
28651,slide,1572938029016,615,441,91
28652,slide,1572938029048,615,441,91
28653,slide,1572938029066,614,440,91
28654,slide,1572938029082,614,439,91
28655,slide,1572938029100,614,439,91
28656,slide,1572938029117,614,438,91
28657,slide,1572938029151,613,438,91
28658,slide,1572938029166,612,438,91
28659,slide,1572938029183,609,438,91
28660,slide,1572938029199,605,438,91
28661,slide,1572938029216,600,436,91
28662,slide,1572938029233,597,434,91
28663,slide,1572938029250,596,434,91
28664,slide,1572938029266,596,433,91
28665,slide,1572938029283,596,433,91
28666,click_left,1572938029307,596,433,91
28667,slide,1572938029338,596,433,91
28668,release_left,1572938029392,596,433,91
28669,slide,1572938029448,596,433,91
28670,slide,1572938029854,596,434,91
28671,slide,1572938029867,597,437,91
28672,slide,1572938029883,598,444,91
28673,slide,1572938029899,607,461,91
28674,slide,1572938029915,622,481,91
28675,slide,1572938029933,658,512,91
28676,slide,1572938029949,693,545,91
28677,slide,1572938029966,721,581,91
28678,slide,1572938029982,745,615,91
28679,slide,1572938029999,767,648,91
28680,slide,1572938030016,792,683,91
28681,slide,1572938030033,814,711,91
28682,slide,1572938030049,836,738,91
28683,slide,1572938030065,840,744,91
28684,slide,1572938030082,842,747,91
28685,slide,1572938030100,843,747,91
28686,slide,1572938030116,843,747,91
28687,slide,1572938030133,843,745,91
28688,slide,1572938030149,843,745,91
28689,slide,1572938030165,844,743,91
28690,slide,1572938030183,847,742,91
28691,slide,1572938030199,852,742,91
28692,slide,1572938030215,864,746,91
28693,slide,1572938030233,885,753,91
28694,slide,1572938030250,905,760,91
28695,slide,1572938030266,925,770,91
28696,slide,1572938030283,945,782,91
28697,slide,1572938030299,967,798,91
28698,slide,1572938030316,973,804,91
28699,slide,1572938030333,974,806,91
28700,slide,1572938030350,974,807,91
28701,slide,1572938030366,974,807,91
28702,slide,1572938030409,973,806,91
28703,slide,1572938030416,973,805,91
28704,slide,1572938030433,967,801,91
28705,slide,1572938030449,952,794,91
28706,slide,1572938030466,935,785,91
28707,slide,1572938030483,929,782,91
28708,slide,1572938030500,927,781,91
28709,slide,1572938030516,927,780,91
28710,slide,1572938030532,928,779,91
28711,slide,1572938030549,920,763,91
28712,slide,1572938030565,903,746,91
28713,slide,1572938030583,867,712,91
28714,slide,1572938030599,829,673,91
28715,slide,1572938030617,802,641,91
28716,slide,1572938030633,779,609,91
28717,slide,1572938030649,773,591,91
28718,slide,1572938030666,774,567,91
28719,slide,1572938030683,777,556,91
28720,slide,1572938030700,780,554,91
28721,slide,1572938030717,780,553,91
28722,slide,1572938030733,782,554,91
28723,slide,1572938030750,784,562,91
28724,slide,1572938030765,786,570,91
28725,slide,1572938030783,786,580,91
28726,slide,1572938030799,784,584,91
28727,slide,1572938030815,777,585,91
28728,slide,1572938030833,767,580,91
28729,slide,1572938030850,741,562,91
28730,slide,1572938030866,716,544,91
28731,slide,1572938030883,691,522,91
28732,slide,1572938030900,678,507,91
28733,slide,1572938030916,666,483,91
28734,slide,1572938030932,665,475,91
28735,slide,1572938030949,666,467,91
28736,slide,1572938030965,668,464,91
28737,slide,1572938030984,668,464,91
28738,slide,1572938030999,668,464,91
28739,slide,1572938031056,668,463,91
28740,slide,1572938031065,667,463,91
28741,slide,1572938031083,662,462,91
28742,slide,1572938031100,648,458,91
28743,slide,1572938031116,634,454,91
