id,options,times,pointX,pointY,username
18023,slide,1572936960728,866,414,92
18024,slide,1572936960745,863,430,92
18025,slide,1572936960762,862,470,92
18026,slide,1572936960779,862,495,92
18027,slide,1572936960795,860,521,92
18028,slide,1572936960812,859,538,92
18029,slide,1572936960828,857,556,92
18030,slide,1572936960844,856,575,92
18031,slide,1572936960861,858,608,92
18032,slide,1572936960877,859,632,92
18033,slide,1572936960895,859,644,92
18034,slide,1572936960912,859,655,92
18035,slide,1572936960929,859,668,92
18036,slide,1572936960946,859,675,92
18037,slide,1572936960961,859,683,92
18038,slide,1572936960978,859,687,92
18039,slide,1572936960994,859,692,92
18040,slide,1572936961011,857,700,92
18041,slide,1572936961029,857,708,92
18042,slide,1572936961045,856,715,92
18043,slide,1572936961062,855,720,92
18044,slide,1572936961079,855,725,92
18045,slide,1572936961095,855,733,92
18046,slide,1572936961111,855,748,92
18047,slide,1572936961127,855,757,92
18048,slide,1572936961145,855,763,92
18049,slide,1572936961162,855,769,92
18050,slide,1572936961178,856,776,92
18051,slide,1572936961196,857,784,92
18052,slide,1572936961212,857,789,92
18053,slide,1572936961228,858,796,92
18054,slide,1572936961245,859,805,92
18055,slide,1572936961262,860,815,92
18056,slide,1572936961279,862,829,92
18057,slide,1572936961295,863,838,92
18058,slide,1572936961312,864,850,92
18059,slide,1572936961329,864,858,92
18060,slide,1572936961345,864,866,92
18061,slide,1572936961361,865,874,92
18062,slide,1572936961378,865,879,92
18063,slide,1572936961395,865,882,92
18064,slide,1572936961411,865,887,92
18065,slide,1572936961428,865,895,92
18066,slide,1572936961445,865,901,92
18067,slide,1572936961461,867,909,92
18068,slide,1572936961478,867,914,92
18069,slide,1572936961494,867,916,92
18070,slide,1572936961511,867,921,92
18071,slide,1572936961529,867,928,92
18072,slide,1572936961545,867,938,92
18073,slide,1572936961562,867,943,92
18074,slide,1572936961578,867,947,92
18075,slide,1572936961595,866,953,92
18076,slide,1572936961611,865,955,92
18077,slide,1572936961628,864,958,92
18078,slide,1572936961645,863,960,92
18079,slide,1572936961662,863,962,92
18080,slide,1572936961678,863,963,92
18081,slide,1572936961695,863,963,92
18082,slide,1572936961712,863,963,92
18083,slide,1572936961728,863,965,92
18084,slide,1572936961744,863,966,92
18085,slide,1572936961761,864,969,92
18086,slide,1572936961779,864,971,92
18087,slide,1572936961795,865,972,92
18088,slide,1572936961811,866,974,92
18089,slide,1572936961828,867,977,92
18090,slide,1572936961844,868,979,92
18091,slide,1572936961861,869,982,92
18092,slide,1572936961877,869,985,92
18093,slide,1572936961896,869,986,92
18094,slide,1572936961911,869,988,92
18095,slide,1572936961928,869,989,92
18096,slide,1572936961945,869,990,92
18097,slide,1572936961962,869,991,92
18098,slide,1572936961978,870,992,92
18099,slide,1572936961995,870,992,92
18100,slide,1572936962017,870,992,92
18101,slide,1572936962033,870,993,92
18102,slide,1572936962045,870,993,92
18103,slide,1572936962063,870,994,92
18104,slide,1572936962078,870,995,92
18105,slide,1572936962094,870,996,92
18106,slide,1572936962111,870,997,92
18107,slide,1572936962127,870,998,92
18108,slide,1572936962145,870,998,92
18109,slide,1572936962163,870,998,92
18110,slide,1572936962178,870,999,92
18111,slide,1572936962195,870,999,92
18112,slide,1572936962212,870,1000,92
18113,slide,1572936962228,870,1000,92
18114,slide,1572936962245,870,1001,92
18115,slide,1572936962261,869,1001,92
18116,slide,1572936962279,869,1002,92
18117,slide,1572936962295,869,1002,92
18118,slide,1572936962312,869,1003,92
18119,slide,1572936962329,869,1003,92
18120,slide,1572936962345,869,1003,92
18121,slide,1572936962369,869,1003,92
18122,click_left,1572936962396,869,1003,92
18123,slide,1572936962412,870,1003,92
18124,release_left,1572936962510,870,1003,92
18125,slide,1572936962512,870,1004,92
18126,slide,1572936962808,870,1003,92
18127,slide,1572936962815,870,1002,92
18128,slide,1572936962828,870,1002,92
18129,slide,1572936962846,871,999,92
18130,slide,1572936962861,874,989,92
18131,slide,1572936962878,879,970,92
18132,slide,1572936962894,884,955,92
18133,slide,1572936962911,894,932,92
18134,slide,1572936962929,900,914,92
18135,slide,1572936962944,901,897,92
18136,slide,1572936962961,899,870,92
18137,slide,1572936962978,898,852,92
18138,slide,1572936962994,895,838,92
18139,slide,1572936963011,889,822,92
18140,slide,1572936963028,879,799,92
18141,slide,1572936963045,873,788,92
18142,slide,1572936963062,865,771,92
18143,slide,1572936963078,859,760,92
18144,slide,1572936963095,853,751,92
18145,slide,1572936963111,844,739,92
18146,slide,1572936963127,839,733,92
18147,slide,1572936963145,832,726,92
18148,slide,1572936963162,822,716,92
18149,slide,1572936963178,816,708,92
18150,slide,1572936963195,805,695,92
18151,slide,1572936963211,797,684,92
18152,slide,1572936963228,792,674,92
18153,slide,1572936963245,783,658,92
18154,slide,1572936963261,772,642,92
18155,slide,1572936963278,755,616,92
18156,slide,1572936963295,742,598,92
18157,slide,1572936963312,734,587,92
18158,slide,1572936963328,724,574,92
18159,slide,1572936963345,716,564,92
18160,slide,1572936963361,710,556,92
18161,slide,1572936963379,707,552,92
18162,slide,1572936963395,704,549,92
18163,slide,1572936963412,702,546,92
18164,slide,1572936963428,699,541,92
18165,slide,1572936963445,694,535,92
18166,slide,1572936963462,690,529,92
18167,slide,1572936963478,685,524,92
18168,slide,1572936963494,679,518,92
18169,slide,1572936963511,674,514,92
18170,slide,1572936963529,667,506,92
18171,slide,1572936963545,661,497,92
18172,slide,1572936963562,655,491,92
18173,slide,1572936963578,648,482,92
18174,slide,1572936963595,643,476,92
18175,slide,1572936963611,640,471,92
18176,slide,1572936963629,637,468,92
18177,slide,1572936963645,636,467,92
18178,slide,1572936963662,635,466,92
18179,slide,1572936963679,634,465,92
18180,slide,1572936963695,633,463,92
18181,slide,1572936963712,632,461,92
18182,slide,1572936963728,630,458,92
18183,slide,1572936963745,627,455,92
18184,slide,1572936963761,623,451,92
18185,slide,1572936963779,620,446,92
18186,slide,1572936963795,615,442,92
18187,slide,1572936963811,614,440,92
18188,slide,1572936963828,611,438,92
18189,slide,1572936963846,610,437,92
18190,slide,1572936963861,609,436,92
18191,slide,1572936963878,609,436,92
18192,slide,1572936963896,609,435,92
18193,slide,1572936963912,609,435,92
18194,slide,1572936963962,609,435,92
18195,slide,1572936964019,608,435,92
18196,slide,1572936964027,608,435,92
18197,slide,1572936964044,606,434,92
18198,slide,1572936964062,604,432,92
18199,slide,1572936964078,602,430,92
18200,slide,1572936964096,600,429,92
18201,slide,1572936964112,598,427,92
18202,slide,1572936964128,597,426,92
18203,click_left,1572936964285,597,426,92
18204,release_left,1572936964385,597,426,92
18205,click_left,1572936964480,597,426,92
18206,release_left,1572936964565,597,426,92
18207,slide,1572936964823,598,426,92
18208,slide,1572936964831,599,426,92
18209,slide,1572936964845,601,427,92
18210,slide,1572936964862,606,431,92
18211,slide,1572936964878,623,444,92
18212,slide,1572936964895,643,458,92
18213,slide,1572936964912,668,476,92
18214,slide,1572936964928,697,496,92
18215,slide,1572936964945,728,520,92
18216,slide,1572936964962,755,539,92
18217,slide,1572936964978,785,559,92
18218,slide,1572936964994,813,578,92
18219,slide,1572936965013,846,601,92
18220,slide,1572936965029,860,613,92
18221,slide,1572936965045,880,627,92
18222,slide,1572936965062,891,635,92
18223,slide,1572936965079,899,641,92
18224,slide,1572936965095,909,647,92
18225,slide,1572936965112,916,652,92
18226,slide,1572936965128,921,655,92
18227,slide,1572936965146,930,660,92
18228,slide,1572936965162,935,664,92
18229,slide,1572936965178,941,668,92
18230,slide,1572936965195,946,673,92
18231,slide,1572936965212,950,677,92
18232,slide,1572936965228,956,685,92
18233,slide,1572936965245,963,696,92
18234,slide,1572936965262,968,703,92
18235,slide,1572936965279,975,713,92
18236,slide,1572936965295,984,724,92
18237,slide,1572936965312,991,732,92
18238,slide,1572936965328,999,743,92
18239,slide,1572936965345,1006,753,92
18240,slide,1572936965362,1013,760,92
18241,slide,1572936965378,1018,765,92
18242,slide,1572936965396,1026,771,92
18243,slide,1572936965412,1029,773,92
18244,slide,1572936965428,1033,777,92
18245,slide,1572936965445,1035,779,92
18246,slide,1572936965462,1041,783,92
18247,slide,1572936965478,1044,785,92
18248,slide,1572936965494,1048,788,92
18249,slide,1572936965511,1056,793,92
18250,slide,1572936965527,1060,797,92
18251,slide,1572936965545,1063,803,92
18252,slide,1572936965562,1066,808,92
18253,slide,1572936965578,1069,814,92
18254,slide,1572936965596,1072,820,92
18255,slide,1572936965612,1075,826,92
18256,slide,1572936965628,1077,830,92
18257,slide,1572936965645,1082,839,92
18258,slide,1572936965662,1084,843,92
18259,slide,1572936965678,1087,848,92
18260,slide,1572936965695,1088,851,92
18261,slide,1572936965712,1090,854,92
18262,slide,1572936965728,1093,859,92
18263,slide,1572936965744,1095,862,92
18264,slide,1572936965761,1098,865,92
18265,slide,1572936965779,1099,866,92
18266,slide,1572936965795,1102,867,92
18267,slide,1572936965812,1103,868,92
18268,slide,1572936965828,1106,870,92
18269,slide,1572936965846,1109,872,92
18270,slide,1572936965862,1113,875,92
18271,slide,1572936965878,1115,876,92
18272,slide,1572936965895,1120,879,92
18273,slide,1572936965912,1123,881,92
18274,slide,1572936965928,1125,883,92
18275,slide,1572936965946,1128,885,92
18276,slide,1572936965962,1130,887,92
18277,slide,1572936965978,1132,889,92
18278,slide,1572936965994,1134,890,92
18279,slide,1572936966013,1136,892,92
18280,slide,1572936966029,1138,893,92
18281,slide,1572936966046,1139,895,92
18282,slide,1572936966062,1139,895,92
18283,slide,1572936966078,1140,897,92
18284,slide,1572936966096,1140,897,92
18285,slide,1572936966112,1141,898,92
18286,slide,1572936966128,1141,898,92
18287,slide,1572936966145,1141,898,92
18288,slide,1572936966200,1141,899,92
18289,slide,1572936966215,1141,899,92
18290,click_left,1572936966224,1141,899,92
18291,slide,1572936966228,1141,899,92
18292,slide,1572936966245,1141,899,92
18293,slide,1572936966263,1142,899,92
18294,release_left,1572936966347,1142,899,92
18295,slide,1572936966363,1142,899,92
18296,slide,1572936966761,1142,899,92
18297,slide,1572936966778,1142,899,92
18298,slide,1572936966795,1142,899,92
18299,slide,1572936966811,1142,898,92
18300,slide,1572936966829,1142,898,92
18301,slide,1572936966846,1141,897,92
18302,slide,1572936966862,1139,895,92
18303,slide,1572936966879,1127,882,92
18304,slide,1572936966895,1123,878,92
18305,slide,1572936966912,1095,854,92
18306,slide,1572936966929,1080,845,92
18307,slide,1572936966945,1050,830,92
18308,slide,1572936966962,1023,816,92
18309,slide,1572936966980,1000,805,92
18310,slide,1572936966997,975,794,92
18311,slide,1572936967011,957,787,92
18312,slide,1572936967029,940,781,92
18313,slide,1572936967045,924,775,92
18314,slide,1572936967062,903,769,92
18315,slide,1572936967078,885,764,92
18316,slide,1572936967096,874,761,92
18317,slide,1572936967112,861,760,92
18318,slide,1572936967128,853,759,92
18319,slide,1572936967145,846,758,92
18320,slide,1572936967162,833,758,92
18321,slide,1572936967179,826,757,92
18322,slide,1572936967195,818,757,92
18323,slide,1572936967212,811,756,92
18324,slide,1572936967228,801,755,92
18325,slide,1572936967245,777,749,92
18326,slide,1572936967261,761,744,92
18327,slide,1572936967279,739,733,92
18328,slide,1572936967295,720,724,92
18329,slide,1572936967312,700,715,92
18330,slide,1572936967328,684,706,92
18331,slide,1572936967345,670,700,92
18332,slide,1572936967362,661,696,92
18333,slide,1572936967378,652,692,92
18334,slide,1572936967395,640,688,92
18335,slide,1572936967412,632,685,92
18336,slide,1572936967428,626,682,92
18337,slide,1572936967446,622,681,92
18338,slide,1572936967462,619,680,92
18339,slide,1572936967478,615,680,92
18340,slide,1572936967494,611,679,92
18341,slide,1572936967511,607,679,92
18342,slide,1572936967528,604,679,92
18343,slide,1572936967545,597,679,92
18344,slide,1572936967562,591,679,92
18345,slide,1572936967578,581,679,92
18346,slide,1572936967596,571,679,92
18347,slide,1572936967612,558,678,92
18348,slide,1572936967628,547,677,92
18349,slide,1572936967645,535,675,92
18350,slide,1572936967662,525,673,92
18351,slide,1572936967679,517,671,92
18352,slide,1572936967696,509,670,92
18353,slide,1572936967712,503,668,92
18354,slide,1572936967728,500,666,92
18355,slide,1572936967745,497,666,92
18356,slide,1572936967763,496,665,92
18357,slide,1572936967778,495,665,92
18358,slide,1572936967888,495,665,92
18359,slide,1572936967895,495,665,92
18360,slide,1572936967912,493,665,92
18361,slide,1572936967929,491,664,92
18362,slide,1572936967945,488,664,92
18363,slide,1572936967962,484,663,92
18364,slide,1572936967979,481,662,92
18365,slide,1572936967995,481,661,92
18366,slide,1572936968013,480,661,92
18367,click_left,1572936968169,480,661,92
18368,slide,1572936968216,481,661,92
18369,release_left,1572936968269,481,661,92
18370,slide,1572936968278,481,661,92
18371,click_left,1572936968372,481,661,92
18372,release_left,1572936968433,481,661,92
18373,slide,1572936968724,481,661,92
18374,slide,1572936968731,482,661,92
18375,slide,1572936968746,482,661,92
18376,slide,1572936968761,487,659,92
18377,slide,1572936968779,501,656,92
18378,slide,1572936968795,522,654,92
18379,slide,1572936968812,539,652,92
18380,slide,1572936968828,561,650,92
18381,slide,1572936968845,588,648,92
18382,slide,1572936968862,620,648,92
18383,slide,1572936968878,663,648,92
18384,slide,1572936968895,700,649,92
18385,slide,1572936968911,722,650,92
18386,slide,1572936968927,736,650,92
18387,slide,1572936968945,754,650,92
18388,slide,1572936968962,778,650,92
18389,slide,1572936968978,800,650,92
18390,slide,1572936968995,814,651,92
18391,slide,1572936969011,839,651,92
18392,slide,1572936969029,858,648,92
18393,slide,1572936969045,877,647,92
18394,slide,1572936969062,896,646,92
18395,slide,1572936969078,911,646,92
18396,slide,1572936969096,926,645,92
18397,slide,1572936969112,943,645,92
18398,slide,1572936969128,959,645,92
18399,slide,1572936969145,974,645,92
18400,slide,1572936969161,992,645,92
18401,slide,1572936969179,1001,644,92
18402,slide,1572936969195,1010,644,92
18403,slide,1572936969212,1014,644,92
18404,slide,1572936969228,1021,643,92
18405,slide,1572936969246,1025,643,92
18406,slide,1572936969262,1030,642,92
18407,slide,1572936969279,1036,642,92
18408,slide,1572936969295,1040,642,92
18409,slide,1572936969312,1043,642,92
18410,slide,1572936969329,1047,642,92
18411,slide,1572936969345,1052,642,92
18412,slide,1572936969362,1058,642,92
18413,slide,1572936969378,1064,643,92
18414,slide,1572936969395,1068,643,92
18415,slide,1572936969413,1079,644,92
18416,slide,1572936969429,1087,645,92
18417,slide,1572936969445,1095,645,92
18418,slide,1572936969462,1103,646,92
18419,slide,1572936969478,1113,647,92
18420,slide,1572936969496,1120,647,92
18421,slide,1572936969512,1130,648,92
18422,slide,1572936969529,1144,650,92
18423,slide,1572936969545,1152,650,92
18424,slide,1572936969562,1159,650,92
18425,slide,1572936969578,1168,651,92
18426,slide,1572936969595,1173,651,92
18427,slide,1572936969612,1181,651,92
18428,slide,1572936969629,1188,652,92
18429,slide,1572936969645,1200,652,92
18430,slide,1572936969661,1204,652,92
18431,slide,1572936969679,1206,653,92
18432,slide,1572936969695,1207,653,92
18433,slide,1572936969712,1208,653,92
18434,slide,1572936969728,1209,653,92
18435,slide,1572936969746,1210,653,92
18436,slide,1572936969762,1211,653,92
18437,slide,1572936969779,1211,653,92
18438,slide,1572936969795,1211,653,92
18439,slide,1572936969812,1213,653,92
18440,slide,1572936969828,1214,654,92
18441,slide,1572936969845,1216,654,92
18442,slide,1572936969862,1219,654,92
18443,slide,1572936969878,1222,655,92
18444,slide,1572936969895,1225,655,92
18445,slide,1572936969911,1231,656,92
18446,slide,1572936969927,1237,658,92
18447,slide,1572936969945,1242,659,92
18448,slide,1572936969962,1244,660,92
18449,slide,1572936969978,1248,661,92
18450,slide,1572936969996,1251,662,92
18451,slide,1572936970012,1254,662,92
18452,slide,1572936970029,1255,663,92
18453,slide,1572936970051,1255,663,92
18454,click_left,1572936970241,1255,663,92
18455,slide,1572936970244,1255,663,92
18456,slide,1572936970261,1256,663,92
18457,release_left,1572936970341,1256,663,92
18458,slide,1572936970372,1256,663,92
18459,slide,1572936970637,1255,663,92
18460,slide,1572936970645,1255,664,92
18461,slide,1572936970661,1253,664,92
18462,slide,1572936970679,1250,665,92
18463,slide,1572936970695,1244,667,92
18464,slide,1572936970712,1234,669,92
18465,slide,1572936970728,1214,675,92
18466,slide,1572936970746,1195,680,92
18467,slide,1572936970762,1173,685,92
18468,slide,1572936970778,1149,692,92
18469,slide,1572936970795,1111,706,92
18470,slide,1572936970812,1090,715,92
18471,slide,1572936970829,1066,727,92
18472,slide,1572936970845,1044,737,92
18473,slide,1572936970862,1029,744,92
18474,slide,1572936970878,1015,749,92
18475,slide,1572936970896,999,756,92
18476,slide,1572936970913,988,759,92
18477,slide,1572936970929,978,762,92
18478,slide,1572936970946,970,764,92
18479,slide,1572936970962,958,769,92
18480,slide,1572936970978,949,772,92
18481,slide,1572936970996,937,776,92
18482,slide,1572936971012,926,780,92
18483,slide,1572936971029,903,786,92
18484,slide,1572936971045,899,787,92
18485,slide,1572936971062,877,793,92
18486,slide,1572936971079,859,799,92
18487,slide,1572936971096,844,803,92
18488,slide,1572936971112,826,808,92
18489,slide,1572936971128,809,815,92
18490,slide,1572936971145,788,824,92
18491,slide,1572936971162,758,833,92
18492,slide,1572936971179,741,835,92
18493,slide,1572936971196,723,837,92
18494,slide,1572936971212,715,838,92
18495,slide,1572936971228,712,839,92
18496,slide,1572936971246,710,839,92
18497,slide,1572936971262,709,840,92
18498,slide,1572936971279,709,840,92
18499,slide,1572936971295,708,840,92
18500,slide,1572936971313,705,842,92
18501,slide,1572936971329,701,843,92
18502,slide,1572936971345,697,845,92
18503,slide,1572936971362,693,847,92
18504,slide,1572936971378,688,850,92
18505,slide,1572936971395,680,854,92
18506,slide,1572936971412,676,856,92
18507,slide,1572936971427,673,858,92
18508,slide,1572936971446,670,859,92
18509,slide,1572936971462,667,860,92
18510,slide,1572936971479,661,862,92
18511,slide,1572936971496,655,864,92
18512,slide,1572936971512,649,866,92
18513,slide,1572936971529,642,869,92
18514,slide,1572936971545,636,871,92
18515,slide,1572936971562,632,873,92
18516,slide,1572936971579,629,874,92
18517,slide,1572936971595,627,875,92
18518,slide,1572936971612,625,875,92
18519,slide,1572936971628,623,876,92
18520,slide,1572936971645,621,878,92
18521,slide,1572936971663,619,879,92
18522,slide,1572936971680,616,879,92
18523,slide,1572936971695,615,880,92
18524,slide,1572936971712,614,880,92
18525,slide,1572936971728,613,881,92
18526,slide,1572936971746,612,882,92
18527,slide,1572936971763,611,883,92
18528,slide,1572936971779,610,884,92
18529,slide,1572936971796,608,886,92
18530,slide,1572936971812,606,887,92
18531,slide,1572936971829,605,889,92
18532,slide,1572936971845,604,889,92
18533,slide,1572936971862,603,890,92
18534,slide,1572936971879,603,891,92
18535,slide,1572936971896,602,891,92
18536,slide,1572936971911,602,892,92
18537,slide,1572936971930,601,892,92
18538,slide,1572936971946,601,892,92
18539,click_left,1572936972006,601,892,92
18540,release_left,1572936972100,601,892,92
18541,click_left,1572936972178,601,892,92
18542,release_left,1572936972272,601,892,92
18543,slide,1572936972608,601,892,92
18544,slide,1572936972615,602,892,92
18545,slide,1572936972630,602,891,92
18546,slide,1572936972646,603,891,92
18547,slide,1572936972663,606,888,92
18548,slide,1572936972679,609,884,92
18549,slide,1572936972695,614,879,92
18550,slide,1572936972712,622,870,92
18551,slide,1572936972730,631,861,92
18552,slide,1572936972746,643,848,92
18553,slide,1572936972762,655,833,92
18554,slide,1572936972779,671,815,92
18555,slide,1572936972795,687,798,92
18556,slide,1572936972811,711,776,92
18557,slide,1572936972829,729,762,92
18558,slide,1572936972845,740,753,92
18559,slide,1572936972862,753,743,92
18560,slide,1572936972879,763,735,92
18561,slide,1572936972896,778,723,92
18562,slide,1572936972912,796,709,92
18563,slide,1572936972929,807,698,92
18564,slide,1572936972946,814,692,92
18565,slide,1572936972962,821,685,92
18566,slide,1572936972978,827,678,92
18567,slide,1572936972996,837,668,92
18568,slide,1572936973012,846,659,92
18569,slide,1572936973029,853,651,92
18570,slide,1572936973046,863,641,92
18571,slide,1572936973061,868,635,92
18572,slide,1572936973079,876,627,92
18573,slide,1572936973095,883,622,92
18574,slide,1572936973111,895,611,92
18575,slide,1572936973128,908,601,92
18576,slide,1572936973146,924,588,92
18577,slide,1572936973161,943,577,92
18578,slide,1572936973179,951,572,92
18579,slide,1572936973196,964,563,92
18580,slide,1572936973213,972,559,92
18581,slide,1572936973228,981,554,92
18582,slide,1572936973246,986,552,92
18583,slide,1572936973262,991,548,92
18584,slide,1572936973280,994,547,92
18585,slide,1572936973296,994,546,92
18586,slide,1572936973319,995,546,92
18587,slide,1572936973328,995,546,92
18588,slide,1572936973345,995,546,92
18589,slide,1572936973362,995,545,92
18590,slide,1572936973380,996,545,92
18591,slide,1572936973396,996,545,92
18592,slide,1572936973412,998,543,92
18593,slide,1572936973430,1002,539,92
18594,slide,1572936973446,1009,531,92
18595,slide,1572936973462,1019,519,92
18596,slide,1572936973478,1031,508,92
18597,slide,1572936973495,1044,497,92
18598,slide,1572936973512,1056,487,92
18599,slide,1572936973529,1064,482,92
18600,slide,1572936973545,1070,477,92
18601,slide,1572936973563,1074,474,92
18602,slide,1572936973579,1076,472,92
18603,slide,1572936973596,1078,470,92
18604,slide,1572936973612,1080,469,92
18605,slide,1572936973629,1080,468,92
18606,slide,1572936973686,1080,468,92
18607,slide,1572936973695,1080,468,92
18608,slide,1572936973712,1082,467,92
18609,slide,1572936973729,1085,463,92
18610,slide,1572936973745,1088,461,92
18611,slide,1572936973762,1093,457,92
18612,slide,1572936973779,1101,451,92
18613,slide,1572936973794,1104,450,92
18614,slide,1572936973811,1111,445,92
18615,slide,1572936973830,1114,443,92
18616,slide,1572936973845,1114,443,92
18617,slide,1572936973863,1115,442,92
18618,slide,1572936973880,1115,442,92
18619,slide,1572936973897,1117,441,92
18620,slide,1572936973912,1118,440,92
18621,slide,1572936973930,1118,440,92
18622,slide,1572936973946,1118,440,92
18623,slide,1572936973962,1118,440,92
18624,slide,1572936973979,1119,439,92
18625,slide,1572936973995,1120,439,92
18626,slide,1572936974012,1121,438,92
18627,slide,1572936974029,1124,437,92
18628,slide,1572936974046,1127,435,92
18629,slide,1572936974062,1129,434,92
18630,slide,1572936974080,1129,433,92
18631,slide,1572936974096,1130,433,92
18632,slide,1572936974113,1130,433,92
18633,slide,1572936974130,1131,432,92
18634,slide,1572936974146,1131,432,92
18635,slide,1572936974162,1132,431,92
18636,slide,1572936974179,1132,431,92
18637,click_left,1572936974251,1132,431,92
18638,release_left,1572936974398,1132,431,92
18639,slide,1572936974710,1132,431,92
18640,slide,1572936974728,1132,433,92
18641,slide,1572936974746,1131,437,92
18642,slide,1572936974762,1131,440,92
18643,slide,1572936975202,1131,437,92
18644,slide,1572936975213,1131,428,92
18645,slide,1572936975230,1126,419,92
18646,slide,1572936975245,1119,408,92
18647,slide,1572936975262,1101,385,92
18648,slide,1572936975278,1080,352,92
18649,slide,1572936975295,1064,326,92
18650,slide,1572936975313,1052,311,92
18651,slide,1572936975329,1049,309,92
18652,slide,1572936975345,1048,308,92
18653,slide,1572936975362,1046,308,92
18654,slide,1572936975380,1045,306,92
18655,slide,1572936975396,1042,305,92
18656,slide,1572936975412,1040,304,92
18657,slide,1572936975428,1036,302,92
18658,slide,1572936975445,1023,301,92
18659,slide,1572936975463,1019,300,92
18660,slide,1572936975512,1018,301,92
18661,slide,1572936975530,1015,306,92
18662,slide,1572936975546,1007,314,92
18663,slide,1572936975562,1000,320,92
18664,slide,1572936975580,994,324,92
18665,slide,1572936975596,989,326,92
18666,slide,1572936975612,985,327,92
18667,slide,1572936975628,979,328,92
18668,slide,1572936975646,972,328,92
18669,slide,1572936975662,962,328,92
18670,slide,1572936975679,954,327,92
18671,slide,1572936975695,946,326,92
18672,slide,1572936975712,941,325,92
18673,slide,1572936975729,938,324,92
18674,slide,1572936975746,938,324,92
18675,slide,1572936975762,937,324,92
18676,slide,1572936975778,936,324,92
18677,slide,1572936975796,935,324,92
18678,slide,1572936975812,934,324,92
18679,slide,1572936975829,933,324,92
18680,slide,1572936975845,930,325,92
18681,slide,1572936975862,925,325,92
18682,slide,1572936975880,919,327,92
18683,slide,1572936975896,912,329,92
18684,slide,1572936975912,906,330,92
18685,slide,1572936975929,902,331,92
18686,slide,1572936975945,895,333,92
18687,slide,1572936975963,889,334,92
18688,slide,1572936975979,884,334,92
18689,slide,1572936975996,881,334,92
18690,slide,1572936976012,879,334,92
18691,slide,1572936976029,879,334,92
18692,slide,1572936976046,878,334,92
18693,slide,1572936976062,878,334,92
18694,slide,1572936976079,878,333,92
18695,slide,1572936976096,878,331,92
18696,slide,1572936976112,878,331,92
18697,slide,1572936976129,878,330,92
18698,slide,1572936976146,878,329,92
18699,slide,1572936976162,878,329,92
18700,slide,1572936976179,878,328,92
18701,slide,1572936976196,878,328,92
18702,slide,1572936976213,878,327,92
18703,slide,1572936976233,877,327,92
18704,slide,1572936976257,877,327,92
18705,slide,1572936976266,877,327,92
18706,slide,1572936976344,877,327,92
18707,slide,1572936976351,876,327,92
18708,slide,1572936976362,876,326,92
18709,slide,1572936976380,876,326,92
18710,slide,1572936976396,875,326,92
18711,click_left,1572936976877,875,326,92
18712,release_left,1572936976970,875,326,92
18713,click_left,1572936977056,875,326,92
18714,release_left,1572936977164,875,326,92
18715,slide,1572936977532,875,326,92
18716,slide,1572936977546,875,327,92
18717,slide,1572936977562,875,329,92
18718,slide,1572936977579,875,333,92
18719,slide,1572936977596,875,337,92
18720,slide,1572936977612,874,340,92
18721,slide,1572936977629,874,342,92
18722,slide,1572936977647,874,347,92
18723,slide,1572936977662,874,351,92
18724,slide,1572936977679,873,357,92
18725,slide,1572936977696,873,373,92
18726,slide,1572936977712,874,385,92
18727,slide,1572936977730,876,401,92
18728,slide,1572936977746,878,412,92
18729,slide,1572936977763,880,429,92
18730,slide,1572936977779,881,446,92
18731,slide,1572936977796,884,464,92
18732,slide,1572936977813,887,480,92
18733,slide,1572936977829,894,508,92
18734,slide,1572936977845,897,534,92
18735,slide,1572936977863,898,557,92
18736,slide,1572936977879,898,577,92
18737,slide,1572936977897,898,604,92
18738,slide,1572936977912,898,621,92
18739,slide,1572936977929,897,639,92
18740,slide,1572936977945,897,658,92
18741,slide,1572936977962,894,682,92
18742,slide,1572936977979,892,693,92
18743,slide,1572936977995,891,702,92
18744,slide,1572936978012,889,710,92
18745,slide,1572936978030,888,713,92
18746,slide,1572936978046,887,716,92
18747,slide,1572936978062,887,718,92
18748,slide,1572936978079,886,722,92
18749,slide,1572936978095,884,729,92
18750,slide,1572936978112,884,733,92
18751,slide,1572936978129,883,739,92
18752,slide,1572936978145,883,744,92
18753,slide,1572936978162,883,751,92
18754,slide,1572936978179,883,759,92
18755,slide,1572936978196,884,778,92
18756,slide,1572936978212,885,792,92
18757,slide,1572936978229,886,802,92
18758,slide,1572936978245,886,817,92
18759,slide,1572936978262,886,831,92
18760,slide,1572936978279,886,845,92
18761,slide,1572936978296,886,857,92
18762,slide,1572936978313,886,865,92
18763,slide,1572936978328,885,878,92
18764,slide,1572936978346,883,894,92
18765,slide,1572936978362,882,906,92
18766,slide,1572936978379,881,917,92
18767,slide,1572936978395,881,925,92
18768,slide,1572936978412,879,938,92
18769,slide,1572936978429,878,947,92
18770,slide,1572936978446,876,960,92
18771,slide,1572936978462,876,967,92
18772,slide,1572936978480,876,974,92
18773,slide,1572936978496,876,978,92
18774,slide,1572936978513,875,981,92
18775,slide,1572936978529,875,982,92
18776,slide,1572936978546,875,982,92
18777,slide,1572936978562,875,983,92
18778,slide,1572936978579,875,983,92
18779,slide,1572936978596,875,984,92
18780,slide,1572936978612,875,985,92
18781,slide,1572936978630,875,985,92
18782,slide,1572936978645,874,986,92
18783,slide,1572936978662,874,989,92
18784,slide,1572936978678,874,992,92
